datetime,intersection_id,avg_wait_time
2025-02-01 11:00:00,INT_103,32.86
2025-02-01 11:00:00,INT_104,33.98
2025-02-01 12:00:00,INT_101,39.13
2025-02-01 12:00:00,INT_102,22.43
2025-02-01 12:00:00,INT_103,31.13
2025-02-01 12:00:00,INT_104,34.2
2025-02-01 13:00:00,INT_101,33.81
2025-02-01 13:00:00,INT_102,33.74
2025-02-01 13:00:00,INT_103,47.96
2025-02-01 13:00:00,INT_104,42.07
2025-02-01 14:00:00,INT_101,27.21
2025-02-01 14:00:00,INT_102,24.88
2025-02-01 14:00:00,INT_103,34.37
2025-02-01 14:00:00,INT_104,28.13
2025-02-01 15:00:00,INT_101,29.45
2025-02-01 15:00:00,INT_102,36.84
2025-02-01 15:00:00,INT_103,49.92
2025-02-01 15:00:00,INT_104,30.1
2025-02-01 16:00:00,INT_101,33.38
2025-02-01 16:00:00,INT_102,23.31
2025-02-01 16:00:00,INT_103,42.26
2025-02-01 16:00:00,INT_104,24.89
2025-02-01 17:00:00,INT_101,37.2
2025-02-01 17:00:00,INT_102,36.43
2025-02-01 17:00:00,INT_103,61.53
2025-02-01 17:00:00,INT_104,35.13
2025-02-01 18:00:00,INT_101,31.49
2025-02-01 18:00:00,INT_102,50.0
2025-02-01 18:00:00,INT_103,43.69
2025-02-01 18:00:00,INT_104,22.96
2025-02-01 19:00:00,INT_101,40.5
2025-02-01 19:00:00,INT_102,27.32
2025-02-01 19:00:00,INT_103,42.66
2025-02-01 19:00:00,INT_104,32.23
2025-02-01 20:00:00,INT_101,34.79
2025-02-01 20:00:00,INT_102,32.55
2025-02-01 20:00:00,INT_103,29.58
2025-02-01 20:00:00,INT_104,27.36
2025-02-01 21:00:00,INT_101,39.5
2025-02-01 21:00:00,INT_102,23.31
2025-02-01 21:00:00,INT_103,37.15
2025-02-01 21:00:00,INT_104,34.24
2025-02-01 22:00:00,INT_101,34.95
2025-02-01 22:00:00,INT_102,45.33
2025-02-01 22:00:00,INT_103,39.61
2025-02-01 22:00:00,INT_104,33.47
2025-02-01 23:00:00,INT_101,27.97
2025-02-01 23:00:00,INT_102,29.55
2025-02-01 23:00:00,INT_103,35.2
2025-02-01 23:00:00,INT_104,30.93
2025-02-02 00:00:00,INT_101,28.94
2025-02-02 00:00:00,INT_102,26.17
2025-02-02 00:00:00,INT_103,31.39
2025-02-02 00:00:00,INT_104,33.04
2025-02-02 01:00:00,INT_101,28.87
2025-02-02 01:00:00,INT_102,24.75
2025-02-02 01:00:00,INT_103,28.71
2025-02-02 01:00:00,INT_104,30.87
2025-02-02 02:00:00,INT_101,36.14
2025-02-02 02:00:00,INT_102,51.48
2025-02-02 02:00:00,INT_103,30.52
2025-02-02 02:00:00,INT_104,33.42
2025-02-02 03:00:00,INT_101,31.23
2025-02-02 03:00:00,INT_102,27.94
2025-02-02 03:00:00,INT_103,36.81
2025-02-02 03:00:00,INT_104,27.15
2025-02-02 04:00:00,INT_101,47.41
2025-02-02 04:00:00,INT_102,25.95
2025-02-02 04:00:00,INT_103,38.12
2025-02-02 04:00:00,INT_104,32.99
2025-02-02 05:00:00,INT_101,35.91
2025-02-02 05:00:00,INT_102,33.36
2025-02-02 05:00:00,INT_103,23.2
2025-02-02 05:00:00,INT_104,28.01
2025-02-02 06:00:00,INT_101,34.79
2025-02-02 06:00:00,INT_102,21.35
2025-02-02 06:00:00,INT_103,30.6
2025-02-02 06:00:00,INT_104,33.73
2025-02-02 07:00:00,INT_101,39.67
2025-02-02 07:00:00,INT_102,37.47
2025-02-02 07:00:00,INT_103,36.69
2025-02-02 07:00:00,INT_104,35.07
2025-02-02 08:00:00,INT_101,36.46
2025-02-02 08:00:00,INT_102,40.19
2025-02-02 08:00:00,INT_103,44.73
2025-02-02 08:00:00,INT_104,40.32
2025-02-02 09:00:00,INT_101,33.84
2025-02-02 09:00:00,INT_102,30.67
2025-02-02 09:00:00,INT_103,35.45
2025-02-02 09:00:00,INT_104,36.16
2025-02-02 10:00:00,INT_101,60.88
2025-02-02 10:00:00,INT_102,26.29
2025-02-02 10:00:00,INT_103,32.06
2025-02-02 10:00:00,INT_104,25.05
2025-02-02 11:00:00,INT_101,36.08
2025-02-02 11:00:00,INT_102,28.9
2025-02-02 11:00:00,INT_103,24.83
2025-02-02 11:00:00,INT_104,26.65
2025-02-02 12:00:00,INT_101,36.85
2025-02-02 12:00:00,INT_102,36.06
2025-02-02 12:00:00,INT_103,38.24
2025-02-02 12:00:00,INT_104,51.8
2025-02-02 13:00:00,INT_101,39.09
2025-02-02 13:00:00,INT_102,35.28
2025-02-02 13:00:00,INT_103,48.31
2025-02-02 13:00:00,INT_104,34.51
2025-02-02 14:00:00,INT_101,37.07
2025-02-02 14:00:00,INT_102,34.62
2025-02-02 14:00:00,INT_103,25.15
2025-02-02 14:00:00,INT_104,17.83
2025-02-02 15:00:00,INT_101,31.42
2025-02-02 15:00:00,INT_102,24.68
2025-02-02 15:00:00,INT_103,23.63
2025-02-02 15:00:00,INT_104,31.13
2025-02-02 16:00:00,INT_101,47.14
2025-02-02 16:00:00,INT_102,30.55
2025-02-02 16:00:00,INT_103,55.44
2025-02-02 16:00:00,INT_104,34.08
2025-02-02 17:00:00,INT_101,30.06
2025-02-02 17:00:00,INT_102,36.29
2025-02-02 17:00:00,INT_103,46.91
2025-02-02 17:00:00,INT_104,39.17
2025-02-02 18:00:00,INT_101,36.84
2025-02-02 18:00:00,INT_102,37.18
2025-02-02 18:00:00,INT_103,36.87
2025-02-02 18:00:00,INT_104,37.65
2025-02-02 19:00:00,INT_101,42.5
2025-02-02 19:00:00,INT_102,37.22
2025-02-02 19:00:00,INT_103,43.45
2025-02-02 19:00:00,INT_104,38.32
2025-02-02 20:00:00,INT_101,27.86
2025-02-02 20:00:00,INT_102,30.41
2025-02-02 20:00:00,INT_103,28.3
2025-02-02 20:00:00,INT_104,29.72
2025-02-02 21:00:00,INT_101,26.73
2025-02-02 21:00:00,INT_102,21.95
2025-02-02 21:00:00,INT_103,26.55
2025-02-02 21:00:00,INT_104,51.12
2025-02-02 22:00:00,INT_101,29.0
2025-02-02 22:00:00,INT_102,41.09
2025-02-02 22:00:00,INT_103,19.13
2025-02-02 22:00:00,INT_104,26.5
2025-02-02 23:00:00,INT_101,34.58
2025-02-02 23:00:00,INT_102,28.38
2025-02-02 23:00:00,INT_103,31.01
2025-02-02 23:00:00,INT_104,43.71
2025-02-03 00:00:00,INT_101,31.54
2025-02-03 00:00:00,INT_102,38.75
2025-02-03 00:00:00,INT_103,28.47
2025-02-03 00:00:00,INT_104,18.95
2025-02-03 01:00:00,INT_101,34.34
2025-02-03 01:00:00,INT_102,22.89
2025-02-03 01:00:00,INT_103,28.7
2025-02-03 01:00:00,INT_104,56.06
2025-02-03 02:00:00,INT_101,29.08
2025-02-03 02:00:00,INT_102,29.38
2025-02-03 02:00:00,INT_103,37.04
2025-02-03 02:00:00,INT_104,21.01
2025-02-03 03:00:00,INT_101,29.84
2025-02-03 03:00:00,INT_102,25.08
2025-02-03 03:00:00,INT_103,16.46
2025-02-03 03:00:00,INT_104,32.04
2025-02-03 04:00:00,INT_101,37.9
2025-02-03 04:00:00,INT_102,29.01
2025-02-03 04:00:00,INT_103,27.14
2025-02-03 04:00:00,INT_104,29.95
2025-02-03 05:00:00,INT_101,32.32
2025-02-03 05:00:00,INT_102,28.46
2025-02-03 05:00:00,INT_103,30.03
2025-02-03 05:00:00,INT_104,33.18
2025-02-03 06:00:00,INT_101,27.5
2025-02-03 06:00:00,INT_102,42.73
2025-02-03 06:00:00,INT_103,22.93
2025-02-03 06:00:00,INT_104,35.63
2025-02-03 07:00:00,INT_101,36.65
2025-02-03 07:00:00,INT_102,28.65
2025-02-03 07:00:00,INT_103,19.95
2025-02-03 07:00:00,INT_104,44.72
2025-02-03 08:00:00,INT_101,36.71
2025-02-03 08:00:00,INT_102,33.17
2025-02-03 08:00:00,INT_103,37.33
2025-02-03 08:00:00,INT_104,28.45
2025-02-03 09:00:00,INT_101,38.24
2025-02-03 09:00:00,INT_102,31.5
2025-02-03 09:00:00,INT_103,30.39
2025-02-03 09:00:00,INT_104,36.27
2025-02-03 10:00:00,INT_101,23.84
2025-02-03 10:00:00,INT_102,39.97
2025-02-03 10:00:00,INT_103,29.7
2025-02-03 10:00:00,INT_104,24.02
2025-02-03 11:00:00,INT_101,36.77
2025-02-03 11:00:00,INT_102,30.62
2025-02-03 11:00:00,INT_103,34.81
2025-02-03 11:00:00,INT_104,28.19
2025-02-03 12:00:00,INT_101,49.92
2025-02-03 12:00:00,INT_102,34.47
2025-02-03 12:00:00,INT_103,28.15
2025-02-03 12:00:00,INT_104,26.13
2025-02-03 13:00:00,INT_101,29.56
2025-02-03 13:00:00,INT_102,35.42
2025-02-03 13:00:00,INT_103,35.29
2025-02-03 13:00:00,INT_104,24.79
2025-02-03 14:00:00,INT_101,31.94
2025-02-03 14:00:00,INT_102,31.37
2025-02-03 14:00:00,INT_103,30.28
2025-02-03 14:00:00,INT_104,21.99
2025-02-03 15:00:00,INT_101,30.58
2025-02-03 15:00:00,INT_102,37.69
2025-02-03 15:00:00,INT_103,33.79
2025-02-03 15:00:00,INT_104,28.2
2025-02-03 16:00:00,INT_101,39.63
2025-02-03 16:00:00,INT_102,22.91
2025-02-03 16:00:00,INT_103,30.68
2025-02-03 16:00:00,INT_104,32.64
2025-02-03 17:00:00,INT_101,38.86
2025-02-03 17:00:00,INT_102,57.25
2025-02-03 17:00:00,INT_103,43.75
2025-02-03 17:00:00,INT_104,40.37
2025-02-03 18:00:00,INT_101,42.09
2025-02-03 18:00:00,INT_102,35.67
2025-02-03 18:00:00,INT_103,29.09
2025-02-03 18:00:00,INT_104,35.91
2025-02-03 19:00:00,INT_101,36.59
2025-02-03 19:00:00,INT_102,53.84
2025-02-03 19:00:00,INT_103,32.64
2025-02-03 19:00:00,INT_104,37.42
2025-02-03 20:00:00,INT_101,39.88
2025-02-03 20:00:00,INT_102,27.24
2025-02-03 20:00:00,INT_103,32.62
2025-02-03 20:00:00,INT_104,31.67
2025-02-03 21:00:00,INT_101,53.58
2025-02-03 21:00:00,INT_102,25.05
2025-02-03 21:00:00,INT_103,24.2
2025-02-03 21:00:00,INT_104,26.0
2025-02-03 22:00:00,INT_101,25.97
2025-02-03 22:00:00,INT_102,59.37
2025-02-03 22:00:00,INT_103,26.51
2025-02-03 22:00:00,INT_104,34.92
2025-02-03 23:00:00,INT_101,22.52
2025-02-03 23:00:00,INT_102,28.01
2025-02-03 23:00:00,INT_103,25.47
2025-02-03 23:00:00,INT_104,32.49
2025-02-04 00:00:00,INT_101,33.56
2025-02-04 00:00:00,INT_102,21.51
2025-02-04 00:00:00,INT_103,29.38
2025-02-04 00:00:00,INT_104,27.45
2025-02-04 01:00:00,INT_101,34.06
2025-02-04 01:00:00,INT_102,26.92
2025-02-04 01:00:00,INT_103,22.41
2025-02-04 01:00:00,INT_104,23.97
2025-02-04 02:00:00,INT_101,35.94
2025-02-04 02:00:00,INT_102,25.67
2025-02-04 02:00:00,INT_103,38.21
2025-02-04 02:00:00,INT_104,34.54
2025-02-04 03:00:00,INT_101,33.85
2025-02-04 03:00:00,INT_102,37.7
2025-02-04 03:00:00,INT_103,23.83
2025-02-04 03:00:00,INT_104,22.48
2025-02-04 04:00:00,INT_101,29.92
2025-02-04 04:00:00,INT_102,30.64
2025-02-04 04:00:00,INT_103,25.01
2025-02-04 04:00:00,INT_104,29.66
2025-02-04 05:00:00,INT_101,32.35
2025-02-04 05:00:00,INT_102,32.68
2025-02-04 05:00:00,INT_103,23.72
2025-02-04 05:00:00,INT_104,27.28
2025-02-04 06:00:00,INT_101,33.32
2025-02-04 06:00:00,INT_102,27.67
2025-02-04 06:00:00,INT_103,31.75
2025-02-04 06:00:00,INT_104,32.08
2025-02-04 07:00:00,INT_101,38.97
2025-02-04 07:00:00,INT_102,39.06
2025-02-04 07:00:00,INT_103,36.17
2025-02-04 07:00:00,INT_104,56.03
2025-02-04 08:00:00,INT_101,32.5
2025-02-04 08:00:00,INT_102,42.8
2025-02-04 08:00:00,INT_103,29.75
2025-02-04 08:00:00,INT_104,32.95
2025-02-04 09:00:00,INT_101,41.48
2025-02-04 09:00:00,INT_102,41.1
2025-02-04 09:00:00,INT_103,32.53
2025-02-04 09:00:00,INT_104,36.8
2025-02-04 10:00:00,INT_101,28.9
2025-02-04 10:00:00,INT_102,23.42
2025-02-04 10:00:00,INT_103,30.97
2025-02-04 10:00:00,INT_104,25.28
2025-02-04 11:00:00,INT_101,23.51
2025-02-04 11:00:00,INT_102,31.32
2025-02-04 11:00:00,INT_103,38.51
2025-02-04 11:00:00,INT_104,26.38
2025-02-04 12:00:00,INT_101,35.81
2025-02-04 12:00:00,INT_102,34.08
2025-02-04 12:00:00,INT_103,32.04
2025-02-04 12:00:00,INT_104,37.06
2025-02-04 13:00:00,INT_101,42.94
2025-02-04 13:00:00,INT_102,32.35
2025-02-04 13:00:00,INT_103,20.84
2025-02-04 13:00:00,INT_104,37.46
2025-02-04 14:00:00,INT_101,26.22
2025-02-04 14:00:00,INT_102,31.94
2025-02-04 14:00:00,INT_103,34.0
2025-02-04 14:00:00,INT_104,23.26
2025-02-04 15:00:00,INT_101,36.27
2025-02-04 15:00:00,INT_102,41.52
2025-02-04 15:00:00,INT_103,27.37
2025-02-04 15:00:00,INT_104,25.47
2025-02-04 16:00:00,INT_101,30.96
2025-02-04 16:00:00,INT_102,27.29
2025-02-04 16:00:00,INT_103,39.09
2025-02-04 16:00:00,INT_104,35.25
2025-02-04 17:00:00,INT_101,33.84
2025-02-04 17:00:00,INT_102,31.06
2025-02-04 17:00:00,INT_103,32.38
2025-02-04 17:00:00,INT_104,33.94
2025-02-04 18:00:00,INT_101,33.28
2025-02-04 18:00:00,INT_102,31.16
2025-02-04 18:00:00,INT_103,49.91
2025-02-04 18:00:00,INT_104,59.82
2025-02-04 19:00:00,INT_101,44.47
2025-02-04 19:00:00,INT_102,40.63
2025-02-04 19:00:00,INT_103,35.49
2025-02-04 19:00:00,INT_104,42.67
2025-02-04 20:00:00,INT_101,33.32
2025-02-04 20:00:00,INT_102,24.73
2025-02-04 20:00:00,INT_103,34.16
2025-02-04 20:00:00,INT_104,30.24
2025-02-04 21:00:00,INT_101,24.39
2025-02-04 21:00:00,INT_102,30.64
2025-02-04 21:00:00,INT_103,29.27
2025-02-04 21:00:00,INT_104,30.2
2025-02-04 22:00:00,INT_101,28.03
2025-02-04 22:00:00,INT_102,28.54
2025-02-04 22:00:00,INT_103,26.26
2025-02-04 22:00:00,INT_104,39.4
2025-02-04 23:00:00,INT_101,38.21
2025-02-04 23:00:00,INT_102,26.25
2025-02-04 23:00:00,INT_103,32.32
2025-02-04 23:00:00,INT_104,28.34
2025-02-05 00:00:00,INT_101,30.05
2025-02-05 00:00:00,INT_102,27.85
2025-02-05 00:00:00,INT_103,29.21
2025-02-05 00:00:00,INT_104,35.68
2025-02-05 01:00:00,INT_101,36.9
2025-02-05 01:00:00,INT_102,34.62
2025-02-05 01:00:00,INT_103,45.06
2025-02-05 01:00:00,INT_104,34.35
2025-02-05 02:00:00,INT_101,28.93
2025-02-05 02:00:00,INT_102,17.68
2025-02-05 02:00:00,INT_103,26.08
2025-02-05 02:00:00,INT_104,33.61
2025-02-05 03:00:00,INT_101,47.11
2025-02-05 03:00:00,INT_102,30.23
2025-02-05 03:00:00,INT_103,35.46
2025-02-05 03:00:00,INT_104,31.75
2025-02-05 04:00:00,INT_101,33.04
2025-02-05 04:00:00,INT_102,30.81
2025-02-05 04:00:00,INT_103,33.18
2025-02-05 04:00:00,INT_104,29.18
2025-02-05 05:00:00,INT_101,29.78
2025-02-05 05:00:00,INT_102,33.57
2025-02-05 05:00:00,INT_103,39.95
2025-02-05 05:00:00,INT_104,23.12
2025-02-05 06:00:00,INT_101,27.5
2025-02-05 06:00:00,INT_102,28.02
2025-02-05 06:00:00,INT_103,34.22
2025-02-05 06:00:00,INT_104,27.92
2025-02-05 07:00:00,INT_101,40.56
2025-02-05 07:00:00,INT_102,34.36
2025-02-05 07:00:00,INT_103,41.3
2025-02-05 07:00:00,INT_104,36.67
2025-02-05 08:00:00,INT_101,43.22
2025-02-05 08:00:00,INT_102,27.63
2025-02-05 08:00:00,INT_103,33.75
2025-02-05 08:00:00,INT_104,32.63
2025-02-05 09:00:00,INT_101,32.15
2025-02-05 09:00:00,INT_102,28.85
2025-02-05 09:00:00,INT_103,33.06
2025-02-05 09:00:00,INT_104,37.05
2025-02-05 10:00:00,INT_101,26.13
2025-02-05 10:00:00,INT_102,32.18
2025-02-05 10:00:00,INT_103,24.76
2025-02-05 10:00:00,INT_104,36.55
2025-02-05 11:00:00,INT_101,32.96
2025-02-05 11:00:00,INT_102,27.25
2025-02-05 11:00:00,INT_103,23.77
2025-02-05 11:00:00,INT_104,23.22
2025-02-05 12:00:00,INT_101,36.43
2025-02-05 12:00:00,INT_102,58.23
2025-02-05 12:00:00,INT_103,40.22
2025-02-05 12:00:00,INT_104,25.23
2025-02-05 13:00:00,INT_101,49.49
2025-02-05 13:00:00,INT_102,36.09
2025-02-05 13:00:00,INT_103,26.35
2025-02-05 13:00:00,INT_104,30.87
2025-02-05 14:00:00,INT_101,35.2
2025-02-05 14:00:00,INT_102,35.65
2025-02-05 14:00:00,INT_103,31.18
2025-02-05 14:00:00,INT_104,34.05
2025-02-05 15:00:00,INT_101,33.52
2025-02-05 15:00:00,INT_102,36.27
2025-02-05 15:00:00,INT_103,36.37
2025-02-05 15:00:00,INT_104,38.21
2025-02-05 16:00:00,INT_101,25.48
2025-02-05 16:00:00,INT_102,21.11
2025-02-05 16:00:00,INT_103,51.73
2025-02-05 16:00:00,INT_104,27.74
2025-02-05 17:00:00,INT_101,43.57
2025-02-05 17:00:00,INT_102,40.57
2025-02-05 17:00:00,INT_103,34.68
2025-02-05 17:00:00,INT_104,43.54
2025-02-05 18:00:00,INT_101,48.53
2025-02-05 18:00:00,INT_102,37.09
2025-02-05 18:00:00,INT_103,45.09
2025-02-05 18:00:00,INT_104,33.2
2025-02-05 19:00:00,INT_101,40.72
2025-02-05 19:00:00,INT_102,39.23
2025-02-05 19:00:00,INT_103,34.24
2025-02-05 19:00:00,INT_104,32.6
2025-02-05 20:00:00,INT_101,33.5
2025-02-05 20:00:00,INT_102,41.68
2025-02-05 20:00:00,INT_103,50.35
2025-02-05 20:00:00,INT_104,30.2
2025-02-05 21:00:00,INT_101,24.5
2025-02-05 21:00:00,INT_102,24.17
2025-02-05 21:00:00,INT_103,34.42
2025-02-05 21:00:00,INT_104,22.71
2025-02-05 22:00:00,INT_101,27.91
2025-02-05 22:00:00,INT_102,26.37
2025-02-05 22:00:00,INT_103,28.69
2025-02-05 22:00:00,INT_104,37.45
2025-02-05 23:00:00,INT_101,34.69
2025-02-05 23:00:00,INT_102,37.18
2025-02-05 23:00:00,INT_103,46.63
2025-02-05 23:00:00,INT_104,30.18
2025-02-06 00:00:00,INT_101,39.8
2025-02-06 00:00:00,INT_102,30.28
2025-02-06 00:00:00,INT_103,25.43
2025-02-06 00:00:00,INT_104,29.73
2025-02-06 01:00:00,INT_101,26.18
2025-02-06 01:00:00,INT_102,28.88
2025-02-06 01:00:00,INT_103,18.6
2025-02-06 01:00:00,INT_104,28.24
2025-02-06 02:00:00,INT_101,28.78
2025-02-06 02:00:00,INT_102,26.02
2025-02-06 02:00:00,INT_103,29.27
2025-02-06 02:00:00,INT_104,37.9
2025-02-06 03:00:00,INT_101,37.6
2025-02-06 03:00:00,INT_102,29.67
2025-02-06 03:00:00,INT_103,26.56
2025-02-06 03:00:00,INT_104,46.35
2025-02-06 04:00:00,INT_101,50.68
2025-02-06 04:00:00,INT_102,30.59
2025-02-06 04:00:00,INT_103,37.2
2025-02-06 04:00:00,INT_104,29.08
2025-02-06 05:00:00,INT_101,19.8
2025-02-06 05:00:00,INT_102,27.94
2025-02-06 05:00:00,INT_103,32.77
2025-02-06 05:00:00,INT_104,32.43
2025-02-06 06:00:00,INT_101,38.41
2025-02-06 06:00:00,INT_102,30.04
2025-02-06 06:00:00,INT_103,33.41
2025-02-06 06:00:00,INT_104,35.06
2025-02-06 07:00:00,INT_101,30.11
2025-02-06 07:00:00,INT_102,40.63
2025-02-06 07:00:00,INT_103,19.8
2025-02-06 07:00:00,INT_104,23.27
2025-02-06 08:00:00,INT_101,29.48
2025-02-06 08:00:00,INT_102,37.51
2025-02-06 08:00:00,INT_103,35.15
2025-02-06 08:00:00,INT_104,40.69
2025-02-06 09:00:00,INT_101,43.5
2025-02-06 09:00:00,INT_102,33.74
2025-02-06 09:00:00,INT_103,38.53
2025-02-06 09:00:00,INT_104,31.79
2025-02-06 10:00:00,INT_101,32.84
2025-02-06 10:00:00,INT_102,30.56
2025-02-06 10:00:00,INT_103,41.14
2025-02-06 10:00:00,INT_104,43.33
2025-02-06 11:00:00,INT_101,38.36
2025-02-06 11:00:00,INT_102,30.5
2025-02-06 11:00:00,INT_103,32.71
2025-02-06 11:00:00,INT_104,26.12
2025-02-06 12:00:00,INT_101,32.91
2025-02-06 12:00:00,INT_102,35.15
2025-02-06 12:00:00,INT_103,23.14
2025-02-06 12:00:00,INT_104,32.62
2025-02-06 13:00:00,INT_101,33.94
2025-02-06 13:00:00,INT_102,38.26
2025-02-06 13:00:00,INT_103,30.34
2025-02-06 13:00:00,INT_104,31.35
2025-02-06 14:00:00,INT_101,24.11
2025-02-06 14:00:00,INT_102,28.45
2025-02-06 14:00:00,INT_103,30.01
2025-02-06 14:00:00,INT_104,26.04
2025-02-06 15:00:00,INT_101,25.55
2025-02-06 15:00:00,INT_102,35.12
2025-02-06 15:00:00,INT_103,23.12
2025-02-06 15:00:00,INT_104,40.07
2025-02-06 16:00:00,INT_101,21.31
2025-02-06 16:00:00,INT_102,35.86
2025-02-06 16:00:00,INT_103,25.25
2025-02-06 16:00:00,INT_104,28.13
2025-02-06 17:00:00,INT_101,41.53
2025-02-06 17:00:00,INT_102,40.22
2025-02-06 17:00:00,INT_103,37.91
2025-02-06 17:00:00,INT_104,39.44
2025-02-06 18:00:00,INT_101,36.7
2025-02-06 18:00:00,INT_102,36.5
2025-02-06 18:00:00,INT_103,37.96
2025-02-06 18:00:00,INT_104,42.94
2025-02-06 19:00:00,INT_101,54.63
2025-02-06 19:00:00,INT_102,34.17
2025-02-06 19:00:00,INT_103,28.1
2025-02-06 19:00:00,INT_104,45.17
2025-02-06 20:00:00,INT_101,32.25
2025-02-06 20:00:00,INT_102,30.03
2025-02-06 20:00:00,INT_103,22.76
2025-02-06 20:00:00,INT_104,29.82
2025-02-06 21:00:00,INT_101,27.48
2025-02-06 21:00:00,INT_102,30.75
2025-02-06 21:00:00,INT_103,21.6
2025-02-06 21:00:00,INT_104,22.73
2025-02-06 22:00:00,INT_101,35.07
2025-02-06 22:00:00,INT_102,30.07
2025-02-06 22:00:00,INT_103,24.45
2025-02-06 22:00:00,INT_104,33.86
2025-02-06 23:00:00,INT_101,25.07
2025-02-06 23:00:00,INT_102,24.57
2025-02-06 23:00:00,INT_103,27.0
2025-02-06 23:00:00,INT_104,34.4
2025-02-07 00:00:00,INT_101,30.68
2025-02-07 00:00:00,INT_102,23.67
2025-02-07 00:00:00,INT_103,30.97
2025-02-07 00:00:00,INT_104,29.28
2025-02-07 01:00:00,INT_101,26.71
2025-02-07 01:00:00,INT_102,25.17
2025-02-07 01:00:00,INT_103,32.08
2025-02-07 01:00:00,INT_104,19.62
2025-02-07 02:00:00,INT_101,31.21
2025-02-07 02:00:00,INT_102,42.56
2025-02-07 02:00:00,INT_103,31.41
2025-02-07 02:00:00,INT_104,30.98
2025-02-07 03:00:00,INT_101,52.93
2025-02-07 03:00:00,INT_102,26.02
2025-02-07 03:00:00,INT_103,31.66
2025-02-07 03:00:00,INT_104,30.82
2025-02-07 04:00:00,INT_101,31.61
2025-02-07 04:00:00,INT_102,29.62
2025-02-07 04:00:00,INT_103,24.76
2025-02-07 04:00:00,INT_104,50.09
2025-02-07 05:00:00,INT_101,33.26
2025-02-07 05:00:00,INT_102,23.13
2025-02-07 05:00:00,INT_103,34.85
2025-02-07 05:00:00,INT_104,31.11
2025-02-07 06:00:00,INT_101,26.31
2025-02-07 06:00:00,INT_102,21.83
2025-02-07 06:00:00,INT_103,40.69
2025-02-07 06:00:00,INT_104,27.36
2025-02-07 07:00:00,INT_101,35.73
2025-02-07 07:00:00,INT_102,35.53
2025-02-07 07:00:00,INT_103,43.39
2025-02-07 07:00:00,INT_104,28.32
2025-02-07 08:00:00,INT_101,35.95
2025-02-07 08:00:00,INT_102,30.51
2025-02-07 08:00:00,INT_103,40.44
2025-02-07 08:00:00,INT_104,42.58
2025-02-07 09:00:00,INT_101,40.07
2025-02-07 09:00:00,INT_102,38.68
2025-02-07 09:00:00,INT_103,39.41
2025-02-07 09:00:00,INT_104,33.67
2025-02-07 10:00:00,INT_101,28.87
2025-02-07 10:00:00,INT_102,34.66
2025-02-07 10:00:00,INT_103,28.85
2025-02-07 10:00:00,INT_104,27.3
2025-02-07 11:00:00,INT_101,32.37
2025-02-07 11:00:00,INT_102,30.38
2025-02-07 11:00:00,INT_103,24.66
2025-02-07 11:00:00,INT_104,32.33
2025-02-07 12:00:00,INT_101,37.32
2025-02-07 12:00:00,INT_102,30.33
2025-02-07 12:00:00,INT_103,38.97
2025-02-07 12:00:00,INT_104,30.27
2025-02-07 13:00:00,INT_101,42.73
2025-02-07 13:00:00,INT_102,44.75
2025-02-07 13:00:00,INT_103,31.01
2025-02-07 13:00:00,INT_104,38.52
2025-02-07 14:00:00,INT_101,27.14
2025-02-07 14:00:00,INT_102,25.57
